Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Dead Rising 2,X360,2010,Action,Capcom,0.75,0.52,0.09,0.12
007: Quantum of Solace,X360,2008,Action,Activision,0.82,0.51,0.01,0.14
LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,0.84,0.51,0,0.13
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12
Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1
Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15
Homefront,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12
Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.97,0.34,0,0.13
Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,0.95,0.37,0,0.11
WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,0.92,0.38,0,0.13
Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,0.92,0.39,0,0.12
Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,0.85,0.43,0,0.13
Diablo III,X360,2013,Role-Playing,Activision,0.9,0.39,0,0.12
Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.33,0,0.13
Dead Space,X360,2008,Action,Electronic Arts,0.89,0.39,0,0.13
Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.3,0,0.11
Sonic Generations,X360,2011,Platform,Sega,0.71,0.53,0,0.13
Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.47,0.02,0.12
Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.57,0,0.15
Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.34,0.02,0.13
Burnout Paradise,X360,2008,Racing,Electronic Arts,0.63,0.57,0.01,0.14
FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14
Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13
Crysis 2,X360,2011,Action,Electronic Arts,0.71,0.49,0.02,0.12
Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1.09,0.04,0.1,0.1
Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13
NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0,0.01
The Godfather (old US sales),XB,2006,Action,Electronic Arts,0.42,0.11,0,0.02
WWF Raw,XB,2002,Fighting,THQ,0.4,0.13,0,0.02
Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0.34,0.18,0,0.02
Shrek 2,XB,2004,Platform,Activision,0.4,0.13,0,0.02
Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0,0.02
Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0,0.02
The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0,0.02
FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0,0.04
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0,0.02
Def Jam: Fight for NY,XB,N/A,Fighting,Electronic Arts,0.43,0.1,0,0.02
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0,0.02
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,0.4,0.11,0,0.02
Blitz: The League,XB,2004,Sports,Midway Games,0.4,0.11,0,0.02
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0.34,0.17,0,0.02
Burnout Revenge,XB,2005,Racing,Electronic Arts,0.32,0.19,0,0.01
Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,0.32,0.19,0,0.02
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0,0.03
NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.39,0.11,0,0.02
Gun,XB,2005,Shooter,Activision,0.38,0.12,0,0.02
NFL 2K3,XB,2002,Sports,Sega,0.38,0.11,0,0.02
NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0,0.02
World Championship Poker,XB,2004,Misc,Crave Entertainment,0.37,0.11,0,0.02
NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0,0.02
Midnight Club II,XB,2003,Racing,Take-Two Interactive,0.42,0.06,0,0.02
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02
The Godfather (US sales),XB,2006,Action,Electronic Arts,0.33,0.1,0,0.02
Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.35,0.08,0,0.01
50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,0.33,0.1,0,0.02
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0,0.02
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0,0.02
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0,0.02
SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0,0.02
NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0,0.02
Midway Arcade Treasures,XB,2003,Misc,Midway Games,0.33,0.08,0,0.01
The Sims,XB,2003,Simulation,Electronic Arts,0.31,0.1,0,0.01
ESPN NHL 2K5,XB,2004,Sports,Global Star,0.32,0.09,0,0.02
Test Drive,XB,2002,Racing,Atari,0.35,0.05,0,0.02
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02
Black,XB,2006,Shooter,Electronic Arts,0.31,0.09,0,0.01
Double Pack: Finding Nemo / The Incredibles,XB,2006,Action,THQ,0.31,0.09,0,0.01
Lord of the Rings: The Third Age,XB,2004,Role-Playing,Electronic Arts,0.31,0.09,0,0.01
Star Wars Starfighter: Special Edition,XB,2001,Simulation,LucasArts,0.3,0.1,0,0.02
Tom Clancy's Rainbow Six: Lockdown,XB,2005,Shooter,Ubisoft,0.26,0.13,0,0.02
MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0,0.01
NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0,0.02
Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0,0.02
The House of The Dead III,XB,2002,Shooter,Sega,0.29,0.08,0,0.01
SSX 3,XB,2003,Sports,Electronic Arts,0.29,0.08,0,0.01
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,0.29,0.08,0,0.01
ESPN College Hoops 2K5,XB,2004,Sports,Sega,0.29,0.08,0,0.01
Hunter: The Reckoning,XB,2002,Action,Interplay,0.28,0.08,0,0.01
Dance Dance Revolution Ultramix 3,XB,2005,Simulation,Konami Digital Entertainment,0.28,0.08,0,0.01
NBA Inside Drive 2002,XB,2002,Sports,Microsoft Game Studios,0.28,0.08,0,0.01
NBA Live 2003,XB,N/A,Sports,Electronic Arts,0.31,0.04,0,0.01
NBA 2K6,XB,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01
ESPN NFL Football,XB,2003,Sports,Sega,0.27,0.08,0,0.01
Harry Potter and the Chamber of Secrets,XB,2002,Action,Electronic Arts,0.27,0.08,0,0.01
Shrek,XB,2001,Platform,TDK Mediactive,0.25,0.1,0,0.01
Cabela's Dangerous Hunts,XB,2003,Sports,Zoo Digital Publishing,0.26,0.08,0,0.01
Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios,0.26,0.08,0,0.01
Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,0.26,0.07,0,0.01
The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,0.22,0.11,0,0.01
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,0.25,0.07,0,0.01
Spy Hunter,XB,2002,Racing,Midway Games,0.25,0.07,0,0.01
Delta Force: Black Hawk Down,XB,2005,Shooter,NovaLogic,0.25,0.07,0,0.01
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft,0.21,0.11,0,0.01
Hulk,XB,2003,Action,Universal Interactive,0.25,0.07,0,0.01
Deus Ex: Invisible War,XB,2003,Shooter,Eidos Interactive,0.25,0.07,0,0.01
NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts,0.25,0.07,0,0.01
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,0.26,0.06,0,0.01
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,0.24,0.07,0,0.01
NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0,0.01
NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0,0.01
NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0,0.01
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0,0.01
Shenmue II,XB,2002,Adventure,Microsoft Game Studios,0.22,0.08,0,0.01
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0,0.01
NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,0.23,0.07,0,0.01
Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,0.23,0.07,0,0.01
The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0,0.01
Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01
Conflict: Desert Storm II - Back to Bagdhad,XB,2003,Shooter,SCi,0.21,0.06,0,0.01
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0,0.01
Madagascar,XB,2005,Platform,Activision,0.21,0.06,0,0.01
True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0,0.01
Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01
NHL Hitz 20-02,XB,2001,Sports,Midway Games,0.2,0.06,0,0.01
RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0,0.01
NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0,0.01
NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0,0.01
Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0,0.01
NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0,0.01
Knockout Kings 2002,XB,2002,Sports,Electronic Arts,0.2,0.06,0,0.01
ESPN NBA Basketball,XB,2003,Sports,Sega,0.2,0.06,0,0.01
Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.05,0.04,0.01
Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,0.19,0.06,0,0.01
Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari,0.19,0.06,0,0.01
Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,0.19,0.06,0,0.01
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005,Misc,THQ,0.19,0.06,0,0.01
All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01
Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0,0.01
Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,0.19,0.05,0,0.01
World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0,0.01
Triple Play 2002,XB,2002,Sports,Electronic Arts,0.19,0.05,0,0.01
Exhibition,XB,2001,Misc,Microsoft Game Studios,0.19,0.05,0,0.01
Amped 2,XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01
Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0,0.01
NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0,0.01
Atari Anthology,XB,2004,Misc,Atari,0.19,0.05,0,0.01
XIII,XB,2003,Shooter,Ubisoft,0.16,0.08,0,0.01
The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0,0.01
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.01
SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,0.18,0.05,0,0.01
Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01
Corvette,XB,2003,Racing,TDK Mediactive,0.18,0.05,0,0.01
Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0,0.01
Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0,0.01
Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0,0.01
Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0,0.01
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0,0.01
NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0,0.01
Cars,XB,2006,Racing,THQ,0.15,0.04,0,0.01
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0,0.01
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01
IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.01
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0,0.01
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0,0.01
NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0,0.01
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0,0.01
AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0,0.01
Monopoly Party,XB,2002,Misc,Infogrames,0.14,0.04,0,0.01
Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0,0.01
Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.14,0.04,0,0.01
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0,0.01
Shadow The Hedgehog,XB,2005,Platform,Sega,0.13,0.04,0,0.01
Van Helsing,XB,2007,Action,Activision,0.13,0.04,0,0.01
Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0,0.01
TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0,0.01
Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0,0.01
Rapala Pro Fishing,XB,2004,Sports,Zoo Digital Publishing,0.12,0.03,0,0.01
Halo Triple Pack,XB,2005,Shooter,Microsoft Game Studios,0.12,0.03,0,0.01
NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0,0.01
Crash: Twinsanity,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.01
Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0,0.01
Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0,0.01
Mad Dash Racing,XB,2001,Racing,Eidos Interactive,0.11,0.03,0,0.01
Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.09,0.03,0.01,0
NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0
Apex,XB,2003,Racing,Atari,0.1,0.03,0,0
ESPN MLB Baseball,XB,2004,Sports,Sega,0.1,0.03,0,0
Gladius,XB,2003,Strategy,Activision,0.1,0.03,0,0
Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0
Spy Hunter 2,XB,2003,Racing,Midway Games,0.1,0.03,0,0
Blade II,XB,2002,Action,Activision,0.1,0.03,0,0
Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0,0
Rogue Ops,XB,2003,Action,Kemco,0.1,0.03,0,0
Transworld Surf,XB,N/A,Sports,Atari,0.1,0.03,0,0
Chessmaster,XB,2004,Misc,Ubisoft,0.1,0.03,0,0
Superman: The Man of Steel,XB,2002,Action,Atari,0.1,0.03,0,0
Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0.03,0,0
Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0,0
MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0,0
Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.1,0.03,0,0
Sonic Riders,XB,2006,Racing,Sega,0.1,0.03,0,0
Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0,0
Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0,0
Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,0.09,0.03,0,0
Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0,0
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0,0
Red Faction II,XB,2003,Shooter,THQ,0.09,0.03,0,0
Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0,0
Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment,0.09,0.03,0,0
Cel Damage,XB,2001,Racing,Electronic Arts,0.09,0.03,0,0
Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0,0
Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,0.09,0.03,0,0
Godzilla: Destroy All Monsters Melee,XB,N/A,Fighting,Unknown,0.09,0.03,0,0
NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0,0
Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0,0
NHL Hitz 20-03,XB,2002,Sports,Midway Games,0.08,0.02,0,0
Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,From Software,0.04,0.01,0.06,0
Gun Metal,XB,2002,Shooter,Rage Software,0.08,0.02,0,0
The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,THQ,0.08,0.02,0,0
ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0,0
Project: Snowblind,XB,2005,Action,Eidos Interactive,0.08,0.02,0,0
Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,0.08,0.02,0,0
Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,Simon & Schuster Interactive,0.08,0.02,0,0
NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0,0
X-Men: Next Dimension,XB,2002,Fighting,Activision,0.08,0.02,0,0
Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,0.08,0.02,0,0
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,0.08,0.02,0,0
BMX XXX,XB,2002,Sports,Acclaim Entertainment,0.08,0.02,0,0
Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,0.08,0.02,0,0
Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0,0
Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0,0
Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0,0
Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,0.08,0.02,0,0
UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0,0
Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0,0
Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0,0
Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0,0
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0
Syberia,XB,2003,Action,Microids,0.08,0.02,0,0
Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0,0
Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0,0
FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0,0
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0,0
Whiteout,XB,2002,Racing,Konami Digital Entertainment,0.02,0.01,0,0
Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0,0
Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,0.02,0.01,0,0
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,0.02,0.01,0,0
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0
Tom and Jerry in War of the Whiskers,XB,N/A,Fighting,Unknown,0.02,0.01,0,0
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0,0
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0,0
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.22,1.55,0.01,0.48
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0,0.33
Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0,0.31
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0,0.34
FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0,0.24
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.91,1,0.03,0.29
Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.88,0.77,0,0.27
Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.61,0.9,0,0.25
FIFA 17,XOne,2016,Sports,Electronic Arts,0.43,2.05,0,0.17
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,1.46,0.74,0,0.22
Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.08,0.08,0,0.26
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.95,0.15,0,0.24
Battlefield 1,XOne,2016,Shooter,Electronic Arts,1.28,0.77,0,0.2
Saints Row IV,XOne,2015,Action,Deep Silver,0.1,0.09,0,0.02
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0,0.02
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0,0.02
Sleeping Dogs,XOne,2014,Action,Square Enix,0.1,0.09,0,0.02
Farming Simulator 2015,XOne,2015,Simulation,Koch Media,0.1,0.08,0,0.02
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0,0
Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0,0.01
Payday 2,XOne,2015,Shooter,505 Games,0.09,0.07,0,0.02
Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0,0.02
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.09,0.06,0,0.01
Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.09,0.06,0,0.01
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0,0.01
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.08,0.06,0,0.01
The Walking Dead: Season One,XOne,2014,Adventure,Telltale Games,0.08,0.06,0,0.01
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0,0.01
Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,0.07,0.07,0,0.01
Dishonored,XOne,2015,Action,Bethesda Softworks,0.09,0.05,0,0.01
Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.1,0.04,0,0.01
ReCore,XOne,2016,Action,Microsoft Game Studios,0.08,0.05,0,0.01
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0,0.01
The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0,0.01
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.06,0.07,0,0.01
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.04,0,0.01
DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0,0.01
Life is Strange,XOne,2016,Adventure,Square Enix,0.09,0.03,0,0.01
Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.1,0.02,0,0.01
Deadpool,XOne,2015,Action,Activision,0.09,0.03,0,0.01
DiRT Rally,XOne,2016,Racing,Codemasters,0.04,0.08,0,0.01
F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.03,0.08,0,0.01
Destiny: The Collection,XOne,2016,Shooter,Activision,0.05,0.06,0,0.01
Farming Simulator 17,XOne,2016,Simulation,Focus Home Interactive,0.04,0.07,0,0.01
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.09,0.02,0,0.01
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0,0.01
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0,0.01
NBA Live 16,XOne,2015,Sports,Electronic Arts,0.09,0.01,0,0.01
Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.05,0.05,0,0.01
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0,0.01
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0,0.01
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0,0.01
Skylanders Imaginators,XOne,2016,Platform,Activision,0.05,0.04,0,0.01
Dead or Alive 5,XOne,2015,Fighting,Tecmo Koei,0.05,0.03,0.01,0.01
Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0,0.01
Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01
Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0,0.01
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0,0.01
The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01
Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,0.04,0.03,0,0.01
Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.03,0,0.01
Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0,0.01
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01
Darksiders II,XOne,2015,Action,Nordic Games,0.04,0.02,0,0.01
